# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_sequence_feature	variants_effect_splice_acceptor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_structural_interaction_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
BCORP1	ENSG00000215580	ENST00000513194	transcribed_unprocessed_pseudogene	0	0	0	5	0	0	0	1	4	0	0	0	0	0	0	0	0	0
BCR	ENSG00000186716	ENST00000305877	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BCR	ENSG00000186716	ENST00000359540	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BCR	ENSG00000186716	ENST00000436990	processed_transcript	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BCR	ENSG00000186716	ENST00000458056	processed_transcript	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BCR	ENSG00000186716	ENST00000475025	processed_transcript	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BCRP3	ENSG00000215481	ENST00000447261	unprocessed_pseudogene	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BCRP4	ENSG00000215456	ENST00000506079	unprocessed_pseudogene	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
BCRP7	ENSG00000215544	ENST00000511549	unprocessed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BEGAIN	ENSG00000183092	ENST00000355173	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BEGAIN	ENSG00000183092	ENST00000443071	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BEGAIN	ENSG00000183092	ENST00000553553	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BEGAIN	ENSG00000183092	ENST00000554140	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BEGAIN	ENSG00000183092	ENST00000554356	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BEGAIN	ENSG00000183092	ENST00000556188	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BEGAIN	ENSG00000183092	ENST00000556751	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BEGAIN	ENSG00000183092	ENST00000557378	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BEND2	ENSG00000177324	ENST00000380030	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BEND2	ENSG00000177324	ENST00000380033	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BEND4	ENSG00000188848	ENST00000502486	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BEND4	ENSG00000188848	ENST00000504360	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BFSP2	ENSG00000170819	ENST00000302334	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
BFSP2-AS1	ENSG00000249993	ENST00000515542	antisense	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
BHLHB9	ENSG00000198908	ENST00000361229	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BHLHB9	ENSG00000198908	ENST00000372735	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BHLHB9	ENSG00000198908	ENST00000447531	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BHLHB9	ENSG00000198908	ENST00000448867	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BHLHB9	ENSG00000198908	ENST00000457056	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BHLHB9	ENSG00000198908	ENST00000483294	processed_transcript	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BIN1	ENSG00000136717	ENST00000259238	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BIN1	ENSG00000136717	ENST00000316724	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BIN1	ENSG00000136717	ENST00000346226	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BIN1	ENSG00000136717	ENST00000348750	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BIN1	ENSG00000136717	ENST00000351659	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BIN1	ENSG00000136717	ENST00000352848	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BIN1	ENSG00000136717	ENST00000357970	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BIN1	ENSG00000136717	ENST00000376113	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BIN1	ENSG00000136717	ENST00000393040	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BIN1	ENSG00000136717	ENST00000393041	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BIN1	ENSG00000136717	ENST00000409400	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BIN2	ENSG00000110934	ENST00000267012	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BIN2	ENSG00000110934	ENST00000452142	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BIN2	ENSG00000110934	ENST00000544402	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BIN2	ENSG00000110934	ENST00000604560	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BIN2	ENSG00000110934	ENST00000605039	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BIRC6	ENSG00000115760	ENST00000421745	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BIRC7	ENSG00000101197	ENST00000217169	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
BIRC7	ENSG00000101197	ENST00000342412	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
BLK	ENSG00000136573	ENST00000259089	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BLK	ENSG00000136573	ENST00000529894	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BLK	ENSG00000136573	ENST00000533828	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
BMP2K	ENSG00000138756	ENST00000335016	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BMP2K	ENSG00000138756	ENST00000389010	nonsense_mediated_decay	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BMP2K	ENSG00000138756	ENST00000502871	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BMP2K	ENSG00000138756	ENST00000505725	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
BMPER	ENSG00000164619	ENST00000297161	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
BMPER	ENSG00000164619	ENST00000426693	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
BMPR1B	ENSG00000138696	ENST00000506363	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BMPR1B	ENSG00000138696	ENST00000512312	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BMPR1B	ENSG00000138696	ENST00000515059	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
BMPR2	ENSG00000204217	ENST00000374574	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
BMPR2	ENSG00000204217	ENST00000374580	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
BMS1P20	ENSG00000236850	ENST00000426066	processed_transcript	0	0	0	7	0	0	0	0	5	0	2	0	0	0	0	0	0	0
BMS1P3	ENSG00000240089	ENST00000372011	transcribed_unprocessed_pseudogene	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0
BMS1P5	ENSG00000204164	ENST00000425187	transcribed_unprocessed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BMS1P5	ENSG00000204164	ENST00000436180	processed_transcript	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BMS1P5	ENSG00000204164	ENST00000445434	transcribed_unprocessed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BMS1P5	ENSG00000204164	ENST00000603015	transcribed_unprocessed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BMX	ENSG00000102010	ENST00000342014	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BMX	ENSG00000102010	ENST00000348343	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BMX	ENSG00000102010	ENST00000357607	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BMX	ENSG00000102010	ENST00000489983	processed_transcript	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BNC2	ENSG00000173068	ENST00000380666	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
BNC2	ENSG00000173068	ENST00000380667	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
BNC2	ENSG00000173068	ENST00000380672	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
BNC2	ENSG00000173068	ENST00000418777	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BNC2	ENSG00000173068	ENST00000468187	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BNC2	ENSG00000173068	ENST00000471301	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BNC2	ENSG00000173068	ENST00000484726	nonsense_mediated_decay	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
BNC2	ENSG00000173068	ENST00000486514	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
BNC2	ENSG00000173068	ENST00000545497	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
BNC2	ENSG00000173068	ENST00000603313	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BNC2	ENSG00000173068	ENST00000603713	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BNIP2	ENSG00000140299	ENST00000267859	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BNIP3P3	ENSG00000265631	ENST00000577336	processed_pseudogene	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1
BOLL	ENSG00000152430	ENST00000282278	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
BOLL	ENSG00000152430	ENST00000321801	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
BOLL	ENSG00000152430	ENST00000392296	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
BOLL	ENSG00000152430	ENST00000430004	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
BOLL	ENSG00000152430	ENST00000433157	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
BOLL	ENSG00000152430	ENST00000434976	nonsense_mediated_decay	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
BOLL	ENSG00000152430	ENST00000468827	processed_transcript	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
BPESC1	ENSG00000232416	ENST00000418282	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
BPIFB4	ENSG00000186191	ENST00000375483	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BPIFB4	ENSG00000186191	ENST00000494121	processed_transcript	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BRAF	ENSG00000157764	ENST00000288602	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
BRAF	ENSG00000157764	ENST00000479537	nonsense_mediated_decay	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BRAF	ENSG00000157764	ENST00000496384	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
BRAF	ENSG00000157764	ENST00000497784	nonsense_mediated_decay	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
BRAFP1	ENSG00000224775	ENST00000445336	unprocessed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BRD7P2	ENSG00000184100	ENST00000331842	processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BRD7P2	ENSG00000184100	ENST00000466133	processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BRD9	ENSG00000028310	ENST00000323510	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BRD9	ENSG00000028310	ENST00000388890	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BRD9	ENSG00000028310	ENST00000467963	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BRD9	ENSG00000028310	ENST00000475706	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BRD9	ENSG00000028310	ENST00000483173	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BRD9	ENSG00000028310	ENST00000483234	retained_intron	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BRD9	ENSG00000028310	ENST00000489816	nonsense_mediated_decay	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BRD9	ENSG00000028310	ENST00000490814	nonsense_mediated_decay	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BRD9	ENSG00000028310	ENST00000493082	retained_intron	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BRD9	ENSG00000028310	ENST00000495265	nonsense_mediated_decay	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BRD9	ENSG00000028310	ENST00000495794	retained_intron	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BRD9	ENSG00000028310	ENST00000497410	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
BRD9	ENSG00000028310	ENST00000518250	nonsense_mediated_decay	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BRD9	ENSG00000028310	ENST00000518251	nonsense_mediated_decay	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BRD9	ENSG00000028310	ENST00000519112	nonsense_mediated_decay	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BRD9	ENSG00000028310	ENST00000523139	nonsense_mediated_decay	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BRE	ENSG00000158019	ENST00000342045	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BRE	ENSG00000158019	ENST00000344773	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BRE	ENSG00000158019	ENST00000361704	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BRE	ENSG00000158019	ENST00000379624	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BRE	ENSG00000158019	ENST00000379629	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BRE	ENSG00000158019	ENST00000379632	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BRIP1	ENSG00000136492	ENST00000259008	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BRIP1	ENSG00000136492	ENST00000577598	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BRMS1L	ENSG00000100916	ENST00000551774	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BRPF1	ENSG00000156983	ENST00000302054	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BRPF1	ENSG00000156983	ENST00000383829	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BRPF1	ENSG00000156983	ENST00000420291	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BRPF1	ENSG00000156983	ENST00000424362	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BRPF1	ENSG00000156983	ENST00000426583	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BRPF1	ENSG00000156983	ENST00000433861	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BRPF1	ENSG00000156983	ENST00000457855	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BRSK2	ENSG00000174672	ENST00000308219	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0
BRSK2	ENSG00000174672	ENST00000308230	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0
BRSK2	ENSG00000174672	ENST00000382179	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0
BRSK2	ENSG00000174672	ENST00000526678	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BRSK2	ENSG00000174672	ENST00000526768	retained_intron	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0
BRSK2	ENSG00000174672	ENST00000528710	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0
BRSK2	ENSG00000174672	ENST00000528841	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0
BRSK2	ENSG00000174672	ENST00000529433	nonsense_mediated_decay	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0
BRSK2	ENSG00000174672	ENST00000529951	nonsense_mediated_decay	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0
BRSK2	ENSG00000174672	ENST00000531197	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0
BRSK2	ENSG00000174672	ENST00000531932	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BRSK2	ENSG00000174672	ENST00000533606	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0
BRSK2	ENSG00000174672	ENST00000544817	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0
BRWD3	ENSG00000165288	ENST00000373275	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
BRWD3	ENSG00000165288	ENST00000473691	processed_transcript	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
BRWD3	ENSG00000165288	ENST00000497335	processed_transcript	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
BTBD11	ENSG00000151136	ENST00000280758	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BTBD11	ENSG00000151136	ENST00000415943	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BTBD11	ENSG00000151136	ENST00000420571	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BTBD11	ENSG00000151136	ENST00000490090	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BTBD11	ENSG00000151136	ENST00000550706	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BTBD9	ENSG00000183826	ENST00000314100	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
BTBD9	ENSG00000183826	ENST00000328403	nonsense_mediated_decay	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
BTBD9	ENSG00000183826	ENST00000403056	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
BTBD9	ENSG00000183826	ENST00000408958	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
BTBD9	ENSG00000183826	ENST00000419706	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
BTBD9	ENSG00000183826	ENST00000481247	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
BTNL9	ENSG00000165810	ENST00000327705	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BTNL9	ENSG00000165810	ENST00000376841	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BTNL9	ENSG00000165810	ENST00000376842	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BTNL9	ENSG00000165810	ENST00000491209	nonsense_mediated_decay	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BTNL9	ENSG00000165810	ENST00000513424	processed_transcript	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BTNL9	ENSG00000165810	ENST00000515271	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BUB1B	ENSG00000156970	ENST00000287598	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BUB1B	ENSG00000156970	ENST00000412359	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BUB1B	ENSG00000156970	ENST00000558715	nonsense_mediated_decay	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BUB1B	ENSG00000156970	ENST00000559414	processed_transcript	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BUB1B	ENSG00000156970	ENST00000560120	processed_transcript	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BX649563.4	ENSG00000204818	ENST00000377553	unprocessed_pseudogene	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
BX649563.4	ENSG00000204818	ENST00000423199	unprocessed_pseudogene	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
BX649567.1	ENSG00000233434	ENST00000543078	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
BX649597.4	ENSG00000269474	ENST00000597277	processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BZRAP1-AS1	ENSG00000265148	ENST00000578025	antisense	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BZRAP1-AS1	ENSG00000265148	ENST00000578334	antisense	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BZRAP1-AS1	ENSG00000265148	ENST00000579527	antisense	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BZRAP1-AS1	ENSG00000265148	ENST00000579859	antisense	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BZRAP1-AS1	ENSG00000265148	ENST00000580022	antisense	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
BZRAP1-AS1	ENSG00000265148	ENST00000580515	antisense	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BZRAP1-AS1	ENSG00000265148	ENST00000580633	antisense	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BZRAP1-AS1	ENSG00000265148	ENST00000582348	antisense	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BZRAP1-AS1	ENSG00000265148	ENST00000583826	antisense	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BZRAP1-AS1	ENSG00000265148	ENST00000583841	antisense	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BZRAP1-AS1	ENSG00000265148	ENST00000585236	antisense	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BZW2	ENSG00000136261	ENST00000258761	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
BZW2	ENSG00000136261	ENST00000405202	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
BZW2	ENSG00000136261	ENST00000415365	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
BZW2	ENSG00000136261	ENST00000432311	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
BZW2	ENSG00000136261	ENST00000433922	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
BZW2	ENSG00000136261	ENST00000436868	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
BZW2	ENSG00000136261	ENST00000437745	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
BZW2	ENSG00000136261	ENST00000452975	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C10ORF68	ENSG00000150076	ENST00000302316	nonsense_mediated_decay	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
C10ORF68	ENSG00000150076	ENST00000375025	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
C10ORF68	ENSG00000150076	ENST00000375028	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
C10ORF68	ENSG00000150076	ENST00000375030	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
C10orf11	ENSG00000148655	ENST00000372499	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
C10orf11	ENSG00000148655	ENST00000593699	processed_transcript	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
C10orf129	ENSG00000173124	ENST00000327739	nonsense_mediated_decay	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
C10orf129	ENSG00000173124	ENST00000341686	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
C10orf129	ENSG00000173124	ENST00000394005	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
C10orf129	ENSG00000173124	ENST00000404473	nonsense_mediated_decay	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
C10orf129	ENSG00000173124	ENST00000430183	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
C10orf131	ENSG00000173088	ENST00000423344	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
